cloudCover,dayOfWeek,dayOrNight,expirationTimeUtc,iconCode,iconCodeExtend,precipChance,precipType,pressureMeanSeaLevel,qpf,qpfSnow,relativeHumidity,temperature,temperatureDewPoint,temperatureFeelsLike,temperatureHeatIndex,temperatureWindChill,uvDescription,uvIndex,validTimeLocal,validTimeUtc,visibility,windDirection,windDirectionCardinal,windGust,windSpeed,wxPhraseLong,wxPhraseShort,wxSeverity
45,Wednesday,D,1560912213,30,3000,3,rain,1007.65,0.0,0,54,27,17,28,28,27,Very High,10,2019-06-19T12:00:00+0900,1560913200,16,233,SW,,8,Partly Cloudy,P Cloudy,1
34,Wednesday,D,1560912213,30,3000,10,rain,1006.9,0.0,0,51,28,17,29,29,28,Very High,10,2019-06-19T13:00:00+0900,1560916800,16,231,SW,,10,Partly Cloudy,P Cloudy,1
40,Wednesday,D,1560912213,30,3000,16,rain,1006.4,0.0,0,49,28,16,29,29,28,Very High,8,2019-06-19T14:00:00+0900,1560920400,16,230,SW,,12,Partly Cloudy,P Cloudy,1
42,Wednesday,D,1560912213,30,3000,24,rain,1005.9,0.0,0,48,28,16,29,29,28,Moderate,5,2019-06-19T15:00:00+0900,1560924000,16,228,SW,,12,Partly Cloudy,P Cloudy,1
51,Wednesday,D,1560912213,30,3000,24,rain,1005.8,0.0,0,50,27,16,28,28,27,Moderate,3,2019-06-19T16:00:00+0900,1560927600,16,229,SW,,10,Partly Cloudy,P Cloudy,1
54,Wednesday,D,1560912213,30,3000,24,rain,1005.7,0.0,0,54,26,16,27,27,26,Low,1,2019-06-19T17:00:00+0900,1560931200,16,232,SW,,11,Partly Cloudy,P Cloudy,1
66,Wednesday,D,1560912213,28,2800,14,rain,1005.9,0.0,0,61,25,17,25,25,25,Low,0,2019-06-19T18:00:00+0900,1560934800,16,237,SW,,10,Mostly Cloudy,M Cloudy,1
55,Wednesday,D,1560913337,30,3000,15,rain,1006.16,0.0,0,64,25,17,26,26,25,Low,0,2019-06-19T19:00:00+0900,1560938400,16,238,WSW,,7,Partly Cloudy,P Cloudy,1
44,Wednesday,N,1560913337,29,2900,22,rain,1006.4,0.0,0,68,24,18,24,24,24,Low,0,2019-06-19T20:00:00+0900,1560942000,15,230,SW,,7,Partly Cloudy,P Cloudy,1
38,Wednesday,N,1560913337,29,2900,8,rain,1006.7,0.0,0,72,23,18,24,24,23,Low,0,2019-06-19T21:00:00+0900,1560945600,14,261,W,,6,Partly Cloudy,P Cloudy,1
41,Wednesday,N,1560913337,29,2900,6,rain,1006.7,0.0,0,73,23,18,23,23,23,Low,0,2019-06-19T22:00:00+0900,1560949200,14,281,W,,5,Partly Cloudy,P Cloudy,1
26,Wednesday,N,1560913337,33,3300,7,rain,1006.6,0.0,0,74,23,18,23,23,23,Low,0,2019-06-19T23:00:00+0900,1560952800,12,309,NW,,5,Mostly Clear,M Clear,1
23,Thursday,N,1560913337,33,3300,7,rain,1006.4,0.0,0,77,22,18,23,23,22,Low,0,2019-06-20T00:00:00+0900,1560956400,11,323,NW,,4,Mostly Clear,M Clear,1
22,Thursday,N,1560913337,33,3300,8,rain,1006.1,0.0,0,77,22,18,23,23,22,Low,0,2019-06-20T01:00:00+0900,1560960000,9,338,NNW,,4,Mostly Clear,M Clear,1
21,Thursday,N,1560913337,33,3300,8,rain,1005.8,0.0,0,79,22,18,22,22,22,Low,0,2019-06-20T02:00:00+0900,1560963600,8,350,N,,4,Mostly Clear,M Clear,1
21,Thursday,N,1560913337,33,3300,8,rain,1005.6,0.0,0,79,21,18,22,22,21,Low,0,2019-06-20T03:00:00+0900,1560967200,8,8,N,,3,Mostly Clear,M Clear,1
21,Thursday,N,1560913337,33,3300,8,rain,1005.9,0.0,0,80,21,17,21,21,21,Low,0,2019-06-20T04:00:00+0900,1560970800,9,7,N,,4,Mostly Clear,M Clear,1
23,Thursday,D,1560913337,34,3400,8,rain,1006.1,0.0,0,81,21,17,21,21,21,Low,0,2019-06-20T05:00:00+0900,1560974400,9,0,N,,4,Mostly Sunny,M Sunny,1
22,Thursday,D,1560913337,34,3400,7,rain,1006.4,0.0,0,79,21,17,22,22,21,Low,0,2019-06-20T06:00:00+0900,1560978000,12,9,N,,4,Mostly Sunny,M Sunny,1
20,Thursday,D,1560913337,34,3400,6,rain,1006.6,0.0,0,76,22,18,23,23,22,Low,1,2019-06-20T07:00:00+0900,1560981600,15,20,NNE,,4,Mostly Sunny,M Sunny,1
16,Thursday,D,1560913337,32,3200,4,rain,1006.7,0.0,0,70,23,18,24,24,23,Moderate,3,2019-06-20T08:00:00+0900,1560985200,16,70,ENE,,4,Sunny,Sunny,1
14,Thursday,D,1560913337,32,3200,7,rain,1006.78,0.0,0,64,25,18,27,27,25,Moderate,5,2019-06-20T09:00:00+0900,1560988800,16,162,SSE,,4,Sunny,Sunny,1
21,Thursday,D,1560913337,34,3400,9,rain,1006.64,0.0,0,59,26,18,28,28,26,Very High,8,2019-06-20T10:00:00+0900,1560992400,16,268,W,,5,Mostly Sunny,M Sunny,1
27,Thursday,D,1560913337,34,3400,6,rain,1006.5,0.0,0,54,27,17,29,29,27,Very High,10,2019-06-20T11:00:00+0900,1560996000,16,260,W,,6,Mostly Sunny,M Sunny,1
30,Thursday,D,1560913337,30,3000,11,rain,1006.2,0.0,0,51,28,17,29,29,28,Very High,10,2019-06-20T12:00:00+0900,1560999600,16,255,WSW,,9,Partly Cloudy,P Cloudy,1
31,Thursday,D,1560913337,30,3000,10,rain,1005.7,0.0,0,49,29,17,30,30,29,Very High,10,2019-06-20T13:00:00+0900,1561003200,16,250,WSW,,9,Partly Cloudy,P Cloudy,1
32,Thursday,D,1560913337,30,3000,8,rain,1005.3,0.0,0,48,29,17,30,30,29,Very High,8,2019-06-20T14:00:00+0900,1561006800,16,255,WSW,,11,Partly Cloudy,P Cloudy,1
32,Thursday,D,1560913337,30,3000,9,rain,1005.1,0.0,0,47,29,17,30,30,29,Moderate,5,2019-06-20T15:00:00+0900,1561010400,16,266,W,,10,Partly Cloudy,P Cloudy,1
29,Thursday,D,1560913337,34,3400,9,rain,1005.12,0.0,0,49,29,17,30,30,29,Moderate,3,2019-06-20T16:00:00+0900,1561014000,16,265,W,,9,Mostly Sunny,M Sunny,1
40,Thursday,D,1560913337,30,3000,8,rain,1005.36,0.0,0,48,29,17,29,29,29,Low,1,2019-06-20T17:00:00+0900,1561017600,16,290,WNW,,9,Partly Cloudy,P Cloudy,1
38,Thursday,D,1560913337,30,3000,2,rain,1005.8,0.0,0,50,28,17,29,29,28,Low,0,2019-06-20T18:00:00+0900,1561021200,16,313,NW,,8,Partly Cloudy,P Cloudy,1
39,Thursday,D,1560913337,30,3000,2,rain,1006.5,0.0,0,53,27,17,28,28,27,Low,0,2019-06-20T19:00:00+0900,1561024800,16,331,NNW,,7,Partly Cloudy,P Cloudy,1
43,Thursday,N,1560913337,29,2900,3,rain,1007.2,0.0,0,57,26,17,27,27,26,Low,0,2019-06-20T20:00:00+0900,1561028400,16,340,NNW,,6,Partly Cloudy,P Cloudy,1
51,Thursday,N,1560913337,29,2900,8,rain,1007.86,0.0,0,63,25,17,25,25,25,Low,0,2019-06-20T21:00:00+0900,1561032000,16,335,NNW,,6,Partly Cloudy,P Cloudy,1
56,Thursday,N,1560913337,29,2900,9,rain,1008.2,0.0,0,68,24,18,24,24,24,Low,0,2019-06-20T22:00:00+0900,1561035600,15,336,NNW,,5,Partly Cloudy,P Cloudy,1
46,Thursday,N,1560913337,29,2900,10,rain,1008.3,0.0,0,70,24,18,24,24,24,Low,0,2019-06-20T23:00:00+0900,1561039200,14,339,NNW,,5,Partly Cloudy,P Cloudy,1
44,Friday,N,1560913337,29,2900,6,rain,1008.1,0.0,0,71,23,18,24,24,23,Low,0,2019-06-21T00:00:00+0900,1561042800,14,358,N,,5,Partly Cloudy,P Cloudy,1
59,Friday,N,1560913337,29,2900,6,rain,1007.8,0.0,0,71,23,17,23,23,23,Low,0,2019-06-21T01:00:00+0900,1561046400,14,10,N,,5,Partly Cloudy,P Cloudy,1
58,Friday,N,1560913337,29,2900,6,rain,1007.59,0.0,0,73,22,17,23,23,22,Low,0,2019-06-21T02:00:00+0900,1561050000,13,18,NNE,,5,Partly Cloudy,P Cloudy,1
63,Friday,N,1560913337,27,2700,6,rain,1007.46,0.0,0,72,22,17,22,22,22,Low,0,2019-06-21T03:00:00+0900,1561053600,13,32,NNE,,4,Mostly Cloudy,M Cloudy,1
62,Friday,N,1560913337,27,2700,6,rain,1007.6,0.0,0,74,22,17,22,22,22,Low,0,2019-06-21T04:00:00+0900,1561057200,13,32,NNE,,5,Mostly Cloudy,M Cloudy,1
68,Friday,D,1560913337,28,2800,6,rain,1007.9,0.0,0,74,22,17,22,22,22,Low,0,2019-06-21T05:00:00+0900,1561060800,14,31,NNE,,5,Mostly Cloudy,M Cloudy,1
71,Friday,D,1560913337,28,2800,5,rain,1008.1,0.0,0,73,22,17,22,22,22,Low,0,2019-06-21T06:00:00+0900,1561064400,16,35,NE,,5,Mostly Cloudy,M Cloudy,1
75,Friday,D,1560913337,28,2800,4,rain,1008.2,0.0,0,69,23,17,23,23,23,Low,1,2019-06-21T07:00:00+0900,1561068000,16,54,NE,,5,Mostly Cloudy,M Cloudy,1
73,Friday,D,1560913337,28,2800,2,rain,1008.2,0.0,0,65,24,17,25,25,24,Low,2,2019-06-21T08:00:00+0900,1561071600,16,71,ENE,,5,Mostly Cloudy,M Cloudy,1
70,Friday,D,1560913337,28,2800,4,rain,1008.19,0.0,0,60,26,17,27,27,26,Moderate,4,2019-06-21T09:00:00+0900,1561075200,16,92,E,,5,Mostly Cloudy,M Cloudy,1
66,Friday,D,1560913337,28,2800,4,rain,1007.9,0.0,0,55,27,17,28,28,27,High,6,2019-06-21T10:00:00+0900,1561078800,16,130,SE,,4,Mostly Cloudy,M Cloudy,1
59,Friday,D,1560913337,30,3000,4,rain,1007.6,0.0,0,51,28,17,30,30,28,Very High,9,2019-06-21T11:00:00+0900,1561082400,16,192,SSW,,6,Partly Cloudy,P Cloudy,1
55,Friday,D,1560913337,30,3000,20,rain,1007.3,0.0,0,48,29,17,30,30,29,Very High,9,2019-06-21T12:00:00+0900,1561086000,16,212,SSW,,8,Partly Cloudy,P Cloudy,1
53,Friday,D,1560913337,30,3000,22,rain,1006.9,0.0,0,49,29,17,30,30,29,Very High,9,2019-06-21T13:00:00+0900,1561089600,16,214,SW,,11,Partly Cloudy,P Cloudy,1
58,Friday,D,1560913337,30,3000,24,rain,1006.5,0.0,0,52,29,18,30,30,29,High,7,2019-06-21T14:00:00+0900,1561093200,16,222,SW,,13,Partly Cloudy,P Cloudy,1
61,Friday,D,1560913337,28,2800,24,rain,1006.3,0.0,0,54,28,18,29,29,28,Moderate,5,2019-06-21T15:00:00+0900,1561096800,16,221,SW,,14,Mostly Cloudy,M Cloudy,1
65,Friday,D,1560913337,28,2800,24,rain,1006.3,0.0,0,57,27,18,29,29,27,Low,2,2019-06-21T16:00:00+0900,1561100400,16,220,SW,,14,Mostly Cloudy,M Cloudy,1
66,Friday,D,1560913337,38,3800,35,rain,1006.49,0.30000000000000004,0,58,27,18,28,28,27,Low,1,2019-06-21T17:00:00+0900,1561104000,16,224,SW,,14,Scattered Thunderstorms,Sct T-Storms,2
63,Friday,D,1560913337,28,2800,24,rain,1006.8,0.0,0,60,26,18,28,28,26,Low,0,2019-06-21T18:00:00+0900,1561107600,16,216,SW,,12,Mostly Cloudy,M Cloudy,1
67,Friday,D,1560913337,11,1100,35,rain,1007.16,0.16,0,63,26,18,27,27,26,Low,0,2019-06-21T19:00:00+0900,1561111200,16,208,SSW,,10,Showers,Showers,1
68,Friday,N,1560913337,27,2700,24,rain,1007.5,0.0,0,67,25,18,27,27,25,Low,0,2019-06-21T20:00:00+0900,1561114800,15,208,SSW,,7,Mostly Cloudy,M Cloudy,1
66,Friday,N,1560913337,27,2700,24,rain,1007.69,0.0,0,70,24,19,26,26,24,Low,0,2019-06-21T21:00:00+0900,1561118400,13,231,SW,,7,Mostly Cloudy,M Cloudy,1
63,Friday,N,1560913337,27,2700,24,rain,1007.54,0.0,0,72,24,19,25,25,24,Low,0,2019-06-21T22:00:00+0900,1561122000,13,191,S,,6,Mostly Cloudy,M Cloudy,1
58,Friday,N,1560913337,29,2900,24,rain,1007.3,0.0,0,72,24,19,24,24,24,Low,0,2019-06-21T23:00:00+0900,1561125600,12,250,WSW,,7,Partly Cloudy,P Cloudy,1
52,Saturday,N,1560913337,29,2900,20,rain,1006.9,0.0,0,76,23,19,24,24,23,Low,0,2019-06-22T00:00:00+0900,1561129200,10,322,NW,,6,Partly Cloudy,P Cloudy,1
52,Saturday,N,1560913337,29,2900,21,rain,1006.56,0.0,0,78,23,19,23,23,23,Low,0,2019-06-22T01:00:00+0900,1561132800,9,352,N,,7,Partly Cloudy,P Cloudy,1
38,Saturday,N,1560913337,29,2900,21,rain,1006.14,0.0,0,79,22,19,23,23,22,Low,0,2019-06-22T02:00:00+0900,1561136400,9,15,NNE,,6,Partly Cloudy,P Cloudy,1
37,Saturday,N,1560913337,29,2900,23,rain,1005.8,0.0,0,79,22,18,23,23,22,Low,0,2019-06-22T03:00:00+0900,1561140000,9,32,NNE,,6,Partly Cloudy,P Cloudy,1
39,Saturday,N,1560913337,29,2900,23,rain,1005.74,0.0,0,81,22,18,22,22,22,Low,0,2019-06-22T04:00:00+0900,1561143600,9,37,NE,,6,Partly Cloudy,P Cloudy,1
55,Saturday,D,1560913337,30,3000,19,rain,1005.84,0.0,0,81,22,18,22,22,22,Low,0,2019-06-22T05:00:00+0900,1561147200,10,35,NE,,7,Partly Cloudy,P Cloudy,1
55,Saturday,D,1560913337,30,3000,20,rain,1005.8,0.0,0,80,22,18,23,23,22,Low,0,2019-06-22T06:00:00+0900,1561150800,12,35,NE,,7,Partly Cloudy,P Cloudy,1
57,Saturday,D,1560913337,30,3000,19,rain,1005.79,0.0,0,76,23,18,23,23,23,Low,1,2019-06-22T07:00:00+0900,1561154400,15,55,NE,,7,Partly Cloudy,P Cloudy,1
55,Saturday,D,1560913337,30,3000,17,rain,1005.6,0.0,0,73,24,18,24,24,24,Moderate,3,2019-06-22T08:00:00+0900,1561158000,16,76,ENE,,7,Partly Cloudy,P Cloudy,1
56,Saturday,D,1560913337,30,3000,24,rain,1005.24,0.0,0,67,25,18,27,27,25,Moderate,5,2019-06-22T09:00:00+0900,1561161600,16,85,E,,6,Partly Cloudy,P Cloudy,1
54,Saturday,D,1560913337,11,1100,35,rain,1004.8,0.2,0,62,26,18,27,27,26,High,7,2019-06-22T10:00:00+0900,1561165200,16,83,E,,6,Showers,Showers,1
53,Saturday,D,1560913337,11,1100,37,rain,1004.3,0.26,0,57,27,18,28,28,27,Very High,9,2019-06-22T11:00:00+0900,1561168800,16,95,E,,7,Showers,Showers,1
51,Saturday,D,1560913337,11,1100,49,rain,1003.84,0.30000000000000004,0,53,28,17,29,29,28,Very High,9,2019-06-22T12:00:00+0900,1561172400,16,97,E,,8,Showers,Showers,1
51,Saturday,D,1560913337,11,1100,53,rain,1003.34,0.38,0,52,28,17,29,29,28,Very High,9,2019-06-22T13:00:00+0900,1561176000,16,114,ESE,,10,Showers,Showers,1
57,Saturday,D,1560913337,11,1100,42,rain,1002.9,0.26,0,53,27,17,29,29,27,High,7,2019-06-22T14:00:00+0900,1561179600,16,99,E,,11,Showers,Showers,1
55,Saturday,D,1560913337,11,1100,55,rain,1002.6,0.4,0,53,27,17,29,29,27,Moderate,5,2019-06-22T15:00:00+0900,1561183200,16,105,ESE,,10,Showers,Showers,1
58,Saturday,D,1560913337,38,3800,54,rain,1002.56,0.4,0,55,27,17,28,28,27,Moderate,3,2019-06-22T16:00:00+0900,1561186800,16,125,SE,,10,Scattered Thunderstorms,Sct T-Storms,2
55,Saturday,D,1560913337,38,3800,47,rain,1002.76,0.30000000000000004,0,55,27,17,28,28,27,Low,1,2019-06-22T17:00:00+0900,1561190400,16,25,NNE,,11,Scattered Thunderstorms,Sct T-Storms,2
60,Saturday,D,1560913337,11,1100,44,rain,1003.06,0.30000000000000004,0,58,26,17,28,28,26,Low,0,2019-06-22T18:00:00+0900,1561194000,16,349,N,,10,Showers,Showers,1
60,Saturday,D,1560913337,11,1100,46,rain,1003.46,0.30000000000000004,0,61,26,17,27,27,26,Low,0,2019-06-22T19:00:00+0900,1561197600,16,339,NNW,,9,Showers,Showers,1
54,Saturday,N,1560913337,11,1100,48,rain,1003.89,0.36,0,66,25,18,26,26,25,Low,0,2019-06-22T20:00:00+0900,1561201200,14,353,N,,9,Showers,Showers,1
50,Saturday,N,1560913337,11,1100,44,rain,1004.1,0.2,0,72,24,18,24,24,24,Low,0,2019-06-22T21:00:00+0900,1561204800,13,355,N,,8,Showers,Showers,1
50,Saturday,N,1560913337,11,1100,43,rain,1004.06,0.2,0,74,23,18,24,24,23,Low,0,2019-06-22T22:00:00+0900,1561208400,12,2,N,,7,Showers,Showers,1
50,Saturday,N,1560913337,11,1100,38,rain,1003.9,0.2,0,76,23,18,24,24,23,Low,0,2019-06-22T23:00:00+0900,1561212000,11,1,N,,7,Showers,Showers,1
44,Sunday,N,1560913337,29,2900,24,rain,1003.7,0.0,0,77,23,18,23,23,23,Low,0,2019-06-23T00:00:00+0900,1561215600,10,7,N,,6,Partly Cloudy,P Cloudy,1
50,Sunday,N,1560913337,11,1100,36,rain,1003.52,0.2,0,78,22,18,23,23,22,Low,0,2019-06-23T01:00:00+0900,1561219200,9,7,N,,6,Showers,Showers,1
51,Sunday,N,1560913337,11,1100,39,rain,1003.42,0.2,0,79,22,18,23,23,22,Low,0,2019-06-23T02:00:00+0900,1561222800,8,7,N,,7,Showers,Showers,1
54,Sunday,N,1560913337,29,2900,24,rain,1003.4,0.0,0,80,22,18,22,22,22,Low,0,2019-06-23T03:00:00+0900,1561226400,8,15,NNE,,7,Partly Cloudy,P Cloudy,1
63,Sunday,N,1560913337,27,2700,24,rain,1003.56,0.0,0,81,22,18,22,22,22,Low,0,2019-06-23T04:00:00+0900,1561230000,9,18,NNE,,7,Mostly Cloudy,M Cloudy,1
66,Sunday,D,1560913337,28,2800,23,rain,1003.86,0.0,0,81,21,18,22,22,21,Low,0,2019-06-23T05:00:00+0900,1561233600,10,17,NNE,,8,Mostly Cloudy,M Cloudy,1
68,Sunday,D,1560913337,28,2800,24,rain,1004.16,0.0,0,79,22,18,22,22,22,Low,0,2019-06-23T06:00:00+0900,1561237200,12,23,NNE,,9,Mostly Cloudy,M Cloudy,1
66,Sunday,D,1560913337,28,2800,24,rain,1004.46,0.0,0,76,22,18,23,23,22,Low,1,2019-06-23T07:00:00+0900,1561240800,15,31,NNE,,9,Mostly Cloudy,M Cloudy,1
59,Sunday,D,1560913337,30,3000,22,rain,1004.7,0.0,0,71,23,17,23,23,23,Moderate,3,2019-06-23T08:00:00+0900,1561244400,16,42,NE,,9,Partly Cloudy,P Cloudy,1
49,Sunday,D,1560913337,11,4600,33,rain,1004.8,0.1,0,66,24,17,24,24,24,Moderate,5,2019-06-23T09:00:00+0900,1561248000,16,48,NE,,9,Few Showers,Few Showers,1
46,Sunday,D,1560913337,11,4600,33,rain,1004.76,0.12,0,61,25,17,27,27,25,Very High,8,2019-06-23T10:00:00+0900,1561251600,16,40,NE,,9,Few Showers,Few Showers,1
46,Sunday,D,1560913337,11,4600,34,rain,1004.6,0.16,0,57,26,17,27,27,26,Very High,10,2019-06-23T11:00:00+0900,1561255200,16,36,NE,,8,Few Showers,Few Showers,1
47,Sunday,D,1560913337,30,3000,24,rain,1004.36,0.0,0,54,27,17,28,28,27,Very High,10,2019-06-23T12:00:00+0900,1561258800,16,17,NNE,,9,Partly Cloudy,P Cloudy,1
47,Sunday,D,1560913337,11,4600,32,rain,1004.1,0.2,0,51,27,16,28,28,27,Very High,10,2019-06-23T13:00:00+0900,1561262400,16,23,NNE,,10,Few Showers,Few Showers,1
46,Sunday,D,1560913337,11,4600,33,rain,1003.92,0.2,0,51,27,16,28,28,27,Very High,8,2019-06-23T14:00:00+0900,1561266000,16,10,N,,11,Few Showers,Few Showers,1
51,Sunday,D,1560913337,11,1100,44,rain,1003.8,0.4,0,50,27,16,28,28,27,Moderate,5,2019-06-23T15:00:00+0900,1561269600,16,26,NNE,,11,Showers,Showers,1
50,Sunday,D,1560913337,11,1100,45,rain,1003.9,0.4,0,52,27,16,28,28,27,Moderate,3,2019-06-23T16:00:00+0900,1561273200,16,343,NNW,,10,Showers,Showers,1
57,Sunday,D,1560913337,11,1100,46,rain,1004.26,0.4,0,53,26,16,27,27,26,Low,1,2019-06-23T17:00:00+0900,1561276800,16,355,N,,11,Showers,Showers,1
62,Sunday,D,1560913337,11,1100,41,rain,1004.7,0.24,0,56,25,16,27,27,25,Low,0,2019-06-23T18:00:00+0900,1561280400,16,349,NNW,,11,Showers,Showers,1
61,Sunday,D,1560913337,11,1100,41,rain,1005.36,0.24,0,60,25,16,25,25,25,Low,0,2019-06-23T19:00:00+0900,1561284000,16,345,NNW,,11,Showers,Showers,1
58,Sunday,N,1560913337,11,1100,39,rain,1006.06,0.2,0,64,24,17,24,24,24,Low,0,2019-06-23T20:00:00+0900,1561287600,16,356,N,,9,Showers,Showers,1
44,Sunday,N,1560913337,29,2900,24,rain,1006.6,0.0,0,67,23,17,24,24,23,Low,0,2019-06-23T21:00:00+0900,1561291200,14,357,N,,8,Partly Cloudy,P Cloudy,1
50,Sunday,N,1560913337,11,1100,36,rain,1006.8,0.18,0,68,23,17,23,23,23,Low,0,2019-06-23T22:00:00+0900,1561294800,13,0,N,,8,Showers,Showers,1
50,Sunday,N,1560913337,11,1100,39,rain,1006.86,0.2,0,70,22,16,22,22,22,Low,0,2019-06-23T23:00:00+0900,1561298400,12,356,N,,8,Showers,Showers,1
46,Monday,N,1560913337,29,2900,24,rain,1006.9,0.0,0,73,22,16,22,22,22,Low,0,2019-06-24T00:00:00+0900,1561302000,11,358,N,,7,Partly Cloudy,P Cloudy,1
45,Monday,N,1560913337,29,2900,24,rain,1006.9,0.0,0,74,21,16,21,21,21,Low,0,2019-06-24T01:00:00+0900,1561305600,10,357,N,,8,Partly Cloudy,P Cloudy,1
44,Monday,N,1560913337,29,2900,24,rain,1006.86,0.0,0,76,21,16,21,21,21,Low,0,2019-06-24T02:00:00+0900,1561309200,10,355,N,,7,Partly Cloudy,P Cloudy,1
50,Monday,N,1560913337,11,1100,38,rain,1007.0,0.2,0,76,20,16,21,21,20,Low,0,2019-06-24T03:00:00+0900,1561312800,10,358,N,,7,Showers,Showers,1
50,Monday,N,1560913337,11,1100,38,rain,1007.48,0.2,0,77,20,16,20,20,20,Low,0,2019-06-24T04:00:00+0900,1561316400,10,355,N,,7,Showers,Showers,1
50,Monday,D,1560913337,11,1100,38,rain,1008.16,0.2,0,78,20,16,20,20,20,Low,0,2019-06-24T05:00:00+0900,1561320000,12,349,NNW,,7,Showers,Showers,1
38,Monday,D,1560913337,30,3000,24,rain,1008.7,0.0,0,77,20,16,20,20,20,Low,0,2019-06-24T06:00:00+0900,1561323600,13,353,N,,8,Partly Cloudy,P Cloudy,1
36,Monday,D,1560913337,30,3000,24,rain,1009.12,0.0,0,73,21,16,21,21,21,Low,1,2019-06-24T07:00:00+0900,1561327200,16,0,N,,8,Partly Cloudy,P Cloudy,1
34,Monday,D,1560913337,30,3000,22,rain,1009.5,0.0,0,67,22,16,22,22,22,Moderate,3,2019-06-24T08:00:00+0900,1561330800,16,22,NNE,,8,Partly Cloudy,P Cloudy,1
40,Monday,D,1560913337,11,4600,31,rain,1009.7,0.26,0,63,23,16,23,23,23,Moderate,5,2019-06-24T09:00:00+0900,1561334400,16,25,NNE,,8,Few Showers,Few Showers,1
36,Monday,D,1560913337,30,3000,24,rain,1009.8,0.0,0,58,24,15,24,24,24,Very High,8,2019-06-24T10:00:00+0900,1561338000,16,8,N,,7,Partly Cloudy,P Cloudy,1
40,Monday,D,1560913337,30,3000,24,rain,1009.8,0.0,0,55,25,16,26,26,25,Very High,10,2019-06-24T11:00:00+0900,1561341600,16,333,NNW,,8,Partly Cloudy,P Cloudy,1
44,Monday,D,1560913337,11,4600,31,rain,1009.7,0.29,0,52,26,15,27,27,26,Very High,10,2019-06-24T12:00:00+0900,1561345200,16,323,NW,,8,Few Showers,Few Showers,1
45,Monday,D,1560913337,11,4600,31,rain,1009.62,0.29,0,51,27,16,28,28,27,Very High,10,2019-06-24T13:00:00+0900,1561348800,16,316,NW,,9,Few Showers,Few Showers,1
45,Monday,D,1560913337,11,4600,31,rain,1009.56,0.29,0,51,27,15,27,27,27,Very High,8,2019-06-24T14:00:00+0900,1561352400,16,321,NW,,10,Few Showers,Few Showers,1
44,Monday,D,1560913337,30,3000,23,rain,1009.5,0.0,0,50,26,15,27,27,26,Moderate,5,2019-06-24T15:00:00+0900,1561356000,16,324,NW,,10,Partly Cloudy,P Cloudy,1
41,Monday,D,1560913337,30,3000,23,rain,1009.7,0.0,0,52,26,16,27,27,26,Moderate,3,2019-06-24T16:00:00+0900,1561359600,16,314,NW,,9,Partly Cloudy,P Cloudy,1
37,Monday,D,1560913337,30,3000,24,rain,1010.0,0.0,0,52,26,15,27,27,26,Low,1,2019-06-24T17:00:00+0900,1561363200,16,332,NNW,,10,Partly Cloudy,P Cloudy,1
33,Monday,D,1560913337,30,3000,22,rain,1010.46,0.0,0,54,25,16,27,27,25,Low,0,2019-06-24T18:00:00+0900,1561366800,16,340,NNW,,10,Partly Cloudy,P Cloudy,1
32,Monday,D,1560913337,30,3000,22,rain,1011.1,0.0,0,57,25,16,25,25,25,Low,0,2019-06-24T19:00:00+0900,1561370400,16,343,NNW,,9,Partly Cloudy,P Cloudy,1
32,Monday,N,1560913337,29,2900,24,rain,1011.86,0.0,0,61,24,16,24,24,24,Low,0,2019-06-24T20:00:00+0900,1561374000,16,355,N,,9,Partly Cloudy,P Cloudy,1
31,Monday,N,1560913337,29,2900,21,rain,1012.4,0.0,0,64,23,16,23,23,23,Low,0,2019-06-24T21:00:00+0900,1561377600,15,0,N,,8,Partly Cloudy,P Cloudy,1
32,Monday,N,1560913337,29,2900,22,rain,1012.1,0.0,0,67,22,16,22,22,22,Low,0,2019-06-24T22:00:00+0900,1561381200,14,9,N,,8,Partly Cloudy,P Cloudy,1
28,Monday,N,1560913337,33,3300,23,rain,1012.16,0.0,0,70,21,16,21,21,21,Low,0,2019-06-24T23:00:00+0900,1561384800,13,7,N,,8,Mostly Clear,M Clear,1
27,Tuesday,N,1560913337,33,3300,24,rain,1012.2,0.0,0,73,21,16,21,21,21,Low,0,2019-06-25T00:00:00+0900,1561388400,12,9,N,,7,Mostly Clear,M Clear,1
29,Tuesday,N,1560913337,33,3300,24,rain,1012.16,0.0,0,73,20,15,20,20,20,Low,0,2019-06-25T01:00:00+0900,1561392000,10,10,N,,8,Mostly Clear,M Clear,1
30,Tuesday,N,1560913337,29,2900,24,rain,1012.16,0.0,0,74,20,15,20,20,20,Low,0,2019-06-25T02:00:00+0900,1561395600,10,9,N,,7,Partly Cloudy,P Cloudy,1
30,Tuesday,N,1560913337,29,2900,18,rain,1012.2,0.0,0,75,20,15,20,20,20,Low,0,2019-06-25T03:00:00+0900,1561399200,10,16,NNE,,7,Partly Cloudy,P Cloudy,1
30,Tuesday,N,1560913337,29,2900,18,rain,1012.4,0.0,0,76,20,15,20,20,20,Low,0,2019-06-25T04:00:00+0900,1561402800,10,16,NNE,,7,Partly Cloudy,P Cloudy,1
28,Tuesday,D,1560913337,34,3400,18,rain,1012.7,0.0,0,76,19,15,19,19,19,Low,0,2019-06-25T05:00:00+0900,1561406400,12,16,NNE,,7,Mostly Sunny,M Sunny,1
