cloudCover,dayOfWeek,dayOrNight,expirationTimeUtc,iconCode,iconCodeExtend,precipChance,precipType,pressureMeanSeaLevel,qpf,qpfSnow,relativeHumidity,temperature,temperatureDewPoint,temperatureFeelsLike,temperatureHeatIndex,temperatureWindChill,uvDescription,uvIndex,validTimeLocal,validTimeUtc,visibility,windDirection,windDirectionCardinal,windGust,windSpeed,wxPhraseLong,wxPhraseShort,wxSeverity
100,Tuesday,D,1560913337,12,1200,60,rain,1003.86,0.76,0,66,26,20,28,28,26,Low,2,2019-07-02T16:00:00+0900,1562050800,11,213,SSW,,10,Rain,Rain,1
100,Tuesday,D,1560913337,12,1200,60,rain,1004.1,0.76,0,65,26,19,28,28,26,Low,1,2019-07-02T17:00:00+0900,1562054400,11,211,SSW,,10,Rain,Rain,1
100,Tuesday,D,1560913337,12,1200,60,rain,1004.4,0.76,0,68,26,19,28,28,26,Low,0,2019-07-02T18:00:00+0900,1562058000,11,214,SW,,10,Rain,Rain,1
100,Tuesday,D,1560913337,12,1200,60,rain,1004.8,0.76,0,69,25,19,27,27,25,Low,0,2019-07-02T19:00:00+0900,1562061600,11,300,WNW,,9,Rain,Rain,1
100,Tuesday,N,1560913337,12,1200,60,rain,1005.2,0.76,0,72,25,20,27,27,25,Low,0,2019-07-02T20:00:00+0900,1562065200,10,9,N,,8,Rain,Rain,1
100,Tuesday,N,1560913337,12,1200,60,rain,1005.49,0.76,0,74,25,20,27,27,25,Low,0,2019-07-02T21:00:00+0900,1562068800,9,8,N,,8,Rain,Rain,1
100,Tuesday,N,1560913337,12,1200,60,rain,1005.54,0.76,0,76,24,20,27,27,24,Low,0,2019-07-02T22:00:00+0900,1562072400,8,22,NNE,,7,Rain,Rain,1
100,Tuesday,N,1560913337,12,1200,60,rain,1005.6,0.76,0,77,24,20,26,26,24,Low,0,2019-07-02T23:00:00+0900,1562076000,7,0,N,,7,Rain,Rain,1
80,Wednesday,N,1560913337,11,1201,60,rain,1005.6,0.5,0,78,24,20,25,25,24,Low,0,2019-07-03T00:00:00+0900,1562079600,6,0,N,,7,Light Rain,Light Rain,1
80,Wednesday,N,1560913337,11,1201,60,rain,1005.6,0.5,0,78,24,20,25,25,24,Low,0,2019-07-03T01:00:00+0900,1562083200,6,0,N,,7,Light Rain,Light Rain,1
80,Wednesday,N,1560913337,11,1201,60,rain,1005.6,0.5,0,80,24,20,25,25,24,Low,0,2019-07-03T02:00:00+0900,1562086800,6,341,NNW,,8,Light Rain,Light Rain,1
80,Wednesday,N,1560913337,11,1201,60,rain,1005.64,0.4,0,80,23,20,24,24,23,Low,0,2019-07-03T03:00:00+0900,1562090400,6,0,N,,8,Light Rain,Light Rain,1
80,Wednesday,N,1560913337,11,1201,60,rain,1005.9,0.4,0,81,23,19,24,24,23,Low,0,2019-07-03T04:00:00+0900,1562094000,7,18,NNE,,8,Light Rain,Light Rain,1
80,Wednesday,D,1560913337,11,1201,60,rain,1006.2,0.4,0,82,23,20,24,24,23,Low,0,2019-07-03T05:00:00+0900,1562097600,9,25,NNE,,8,Light Rain,Light Rain,1
80,Wednesday,D,1560913337,11,1201,60,rain,1006.5,0.4,0,82,23,20,24,24,23,Low,0,2019-07-03T06:00:00+0900,1562101200,12,44,NE,,8,Light Rain,Light Rain,1
80,Wednesday,D,1560913337,11,1201,60,rain,1006.8,0.5,0,80,23,20,24,24,23,Low,1,2019-07-03T07:00:00+0900,1562104800,15,65,ENE,,8,Light Rain,Light Rain,1
80,Wednesday,D,1560913337,11,1201,60,rain,1007.1,0.5,0,77,24,20,25,25,24,Low,2,2019-07-03T08:00:00+0900,1562108400,16,82,E,,9,Light Rain,Light Rain,1
80,Wednesday,D,1560913337,11,1201,60,rain,1007.3,0.42,0,74,25,20,27,27,25,Moderate,3,2019-07-03T09:00:00+0900,1562112000,16,103,ESE,,9,Light Rain,Light Rain,1
80,Wednesday,D,1560913337,11,1201,60,rain,1007.3,0.48,0,69,25,19,27,27,25,Moderate,5,2019-07-03T10:00:00+0900,1562115600,16,125,SE,,8,Light Rain,Light Rain,1
80,Wednesday,D,1560913337,11,1201,60,rain,1007.2,0.5,0,67,26,20,28,28,26,High,6,2019-07-03T11:00:00+0900,1562119200,16,157,SSE,,9,Light Rain,Light Rain,1
80,Wednesday,D,1560913337,11,1201,60,rain,1006.9,0.5,0,65,27,20,29,29,27,High,7,2019-07-03T12:00:00+0900,1562122800,16,170,S,,9,Light Rain,Light Rain,1
80,Wednesday,D,1560913337,11,1201,60,rain,1006.7,0.5,0,64,27,20,29,29,27,High,6,2019-07-03T13:00:00+0900,1562126400,16,182,S,,11,Light Rain,Light Rain,1
80,Wednesday,D,1560913337,11,1201,60,rain,1006.5,0.5,0,63,27,19,29,29,27,Moderate,5,2019-07-03T14:00:00+0900,1562130000,16,206,SSW,,13,Light Rain,Light Rain,1
79,Wednesday,D,1560913337,11,1100,59,rain,1006.4,0.4,0,63,27,19,29,29,27,Moderate,4,2019-07-03T15:00:00+0900,1562133600,16,209,SSW,,13,Showers,Showers,1
79,Wednesday,D,1560913337,11,1100,59,rain,1006.52,0.4,0,65,27,20,29,29,27,Low,2,2019-07-03T16:00:00+0900,1562137200,16,213,SSW,,12,Showers,Showers,1
79,Wednesday,D,1560913337,11,1100,59,rain,1006.8,0.4,0,65,27,19,29,29,27,Low,1,2019-07-03T17:00:00+0900,1562140800,16,218,SW,,12,Showers,Showers,1
79,Wednesday,D,1560913337,11,1100,56,rain,1007.1,0.4,0,67,26,20,28,28,26,Low,0,2019-07-03T18:00:00+0900,1562144400,16,234,SW,,11,Showers,Showers,1
79,Wednesday,D,1560913337,11,1100,56,rain,1007.5,0.34,0,69,26,20,28,28,26,Low,0,2019-07-03T19:00:00+0900,1562148000,16,261,W,,10,Showers,Showers,1
79,Wednesday,N,1560913337,11,1100,57,rain,1008.0,0.30000000000000004,0,72,25,20,27,27,25,Low,0,2019-07-03T20:00:00+0900,1562151600,14,288,WNW,,9,Showers,Showers,1
80,Wednesday,N,1560913337,11,1201,60,rain,1008.2,0.6000000000000001,0,74,25,20,27,27,25,Low,0,2019-07-03T21:00:00+0900,1562155200,12,326,NW,,8,Light Rain,Light Rain,1
80,Wednesday,N,1560913337,11,1201,60,rain,1008.2,0.6000000000000001,0,77,24,20,26,26,24,Low,0,2019-07-03T22:00:00+0900,1562158800,11,358,N,,7,Light Rain,Light Rain,1
80,Wednesday,N,1560913337,11,1201,60,rain,1008.2,0.6000000000000001,0,77,24,20,26,26,24,Low,0,2019-07-03T23:00:00+0900,1562162400,10,342,NNW,,7,Light Rain,Light Rain,1
80,Thursday,N,1560913337,11,1201,60,rain,1008.09,0.6000000000000001,0,79,24,20,25,25,24,Low,0,2019-07-04T00:00:00+0900,1562166000,9,355,N,,7,Light Rain,Light Rain,1
80,Thursday,N,1560913337,11,1201,60,rain,1007.9,0.6000000000000001,0,79,24,20,25,25,24,Low,0,2019-07-04T01:00:00+0900,1562169600,8,358,N,,7,Light Rain,Light Rain,1
80,Thursday,N,1560913337,11,1201,60,rain,1007.8,0.6000000000000001,0,80,24,20,25,25,24,Low,0,2019-07-04T02:00:00+0900,1562173200,8,347,NNW,,7,Light Rain,Light Rain,1
73,Thursday,N,1560913337,11,1100,58,rain,1007.8,0.5,0,80,23,20,24,24,23,Low,0,2019-07-04T03:00:00+0900,1562176800,9,6,N,,7,Showers,Showers,1
74,Thursday,N,1560913337,11,1100,58,rain,1007.9,0.5,0,81,23,19,24,24,23,Low,0,2019-07-04T04:00:00+0900,1562180400,10,11,N,,7,Showers,Showers,1
77,Thursday,D,1560913337,11,1100,57,rain,1008.1,0.46,0,82,23,19,24,24,23,Low,0,2019-07-04T05:00:00+0900,1562184000,11,7,N,,7,Showers,Showers,1
78,Thursday,D,1560913337,11,1100,57,rain,1008.3,0.46,0,82,23,19,24,24,23,Low,0,2019-07-04T06:00:00+0900,1562187600,12,22,NNE,,8,Showers,Showers,1
79,Thursday,D,1560913337,11,1100,56,rain,1008.4,0.46,0,80,23,20,24,24,23,Low,1,2019-07-04T07:00:00+0900,1562191200,14,35,NE,,8,Showers,Showers,1
80,Thursday,D,1560913337,11,1100,55,rain,1008.5,0.46,0,77,24,20,25,25,24,Low,2,2019-07-04T08:00:00+0900,1562194800,15,63,ENE,,8,Showers,Showers,1
80,Thursday,D,1560913337,11,1100,55,rain,1008.5,0.48,0,74,24,20,26,26,24,Moderate,3,2019-07-04T09:00:00+0900,1562198400,16,88,E,,8,Showers,Showers,1
80,Thursday,D,1560913337,11,1100,56,rain,1008.4,0.5,0,71,25,19,27,27,25,Moderate,5,2019-07-04T10:00:00+0900,1562202000,16,117,ESE,,8,Showers,Showers,1
79,Thursday,D,1560913337,11,1100,57,rain,1008.2,0.5,0,68,26,20,28,28,26,High,6,2019-07-04T11:00:00+0900,1562205600,16,168,SSE,,8,Showers,Showers,1
